#Mapping file for Veto PMT in WP Sphere and Bottom PMTs.
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20241223.
#A total of 2399 PMTs were actually installed in Sphere and 5 PMTs were installed in Bottom , more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F.
#CopyNo, SphereOrWall(0=Sphere 1=Wall), NorthOrSouth(0=North 1=South), LayerNo, WindowNo, PositionNo, PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), LargeOrSmall(0=Large 1=Small), GCU, Channel(0-2), X, Y, Z, Theta, Phi
51102,0,1,1,8,2,2,0,7652,1,-2551.08,-20284.3,-730.744,92.0471,-97.1682
51103,0,1,1,8,3,2,0,7652,0,-1721.87,-20371.5,-730.744,92.0471,-94.8314
51104,0,1,1,8,4,2,0,7652,2,-892.66,-20458.6,-730.744,92.0437,-92.4984
51105,0,1,1,8,5,2,0,0007,1,-3368.68,-20086.7,-2251.77,96.3089,-99.5203
51106,0,1,1,8,6,2,0,0007,2,-2539.47,-20173.9,-2251.77,96.3194,-97.1746
51107,0,1,1,8,7,2,0,0010,1,-1710.26,-20261.0,-2251.77,96.3194,-94.825
51108,0,1,1,8,8,2,0,0010,0,-881.052,-20348.2,-2251.77,96.3089,-92.4793
51109,0,1,1,9,1,2,0,7617,0,892.8126,-20458.6,-730.744,92.0437,-87.5012
51110,0,1,1,9,2,2,0,1680,1,1722.02,-20371.5,-730.744,92.0471,-85.1682
51111,0,1,1,9,3,2,0,1680,0,2551.228,-20284.3,-730.744,92.0471,-82.8313
51112,0,1,1,9,4,2,0,1680,2,3380.436,-20197.2,-730.744,92.0437,-80.4984
51113,0,1,1,9,5,2,0,7617,1,881.2035,-20348.2,-2251.77,96.3089,-87.5203
51114,0,1,1,9,6,2,0,7617,2,1710.411,-20261.0,-2251.77,96.3194,-85.1746
51115,0,1,1,9,7,2,0,2847,1,2539.619,-20173.9,-2251.77,96.3194,-82.825
51116,0,1,1,9,8,2,0,2847,0,3368.826,-20086.7,-2251.77,96.3089,-80.4793
51117,0,1,1,10,1,2,0,6715,0,5126.89,-19825.9,-730.744,92.0437,-75.5012
51118,0,1,1,10,2,2,0,1526,1,5919.856,-19568.3,-730.744,92.0471,-73.1682
51119,0,1,1,10,3,2,0,1526,0,6712.823,-19310.6,-730.744,92.0471,-70.8313
51120,0,1,1,10,4,2,0,1526,2,7505.79,-19053.0,-730.744,92.0437,-68.4984
51121,0,1,1,10,5,2,0,6715,1,5092.571,-19720.3,-2251.77,96.3089,-75.5203
51122,0,1,1,10,6,2,0,6715,2,5885.537,-19462.7,-2251.77,96.3194,-73.1746
51123,0,1,1,10,7,2,0,1935,1,6678.504,-19205.0,-2251.77,96.3194,-70.825
51124,0,1,1,10,8,2,0,1935,0,7471.47,-18947.3,-2251.77,96.3089,-68.4792
51125,0,1,1,11,1,2,0,1573,0,9136.897,-18326.7,-730.744,92.0437,-63.5011
51126,0,1,1,11,2,2,0,2689,1,9858.966,-17909.9,-730.744,92.0471,-61.1683
51127,0,1,1,11,3,2,0,2689,0,10581.04,-17493.0,-730.744,92.0471,-58.8314
51128,0,1,1,11,4,2,0,2689,2,11303.1,-17076.1,-730.744,92.0437,-56.4984
51129,0,1,1,11,5,2,0,1573,1,9081.368,-18230.6,-2251.77,96.3089,-63.5203
51130,0,1,1,11,6,2,0,1573,2,9803.437,-17813.7,-2251.77,96.3194,-61.1746
51131,0,1,1,11,7,2,0,1853,1,10525.51,-17396.8,-2251.77,96.3194,-58.825
51132,0,1,1,11,8,2,0,1853,0,11247.58,-16979.9,-2251.77,96.3089,-56.4793
51133,0,1,1,12,1,2,0,1783,0,12747.58,-16026.6,-730.744,92.0437,-51.5012
51134,0,1,1,12,2,2,0,2751,1,13367.19,-15468.7,-730.744,92.0471,-49.1682
51135,0,1,1,12,3,2,0,2751,0,13986.81,-14910.8,-730.744,92.0471,-46.8314
51136,0,1,1,12,4,2,0,2751,2,14606.42,-14352.9,-730.744,92.0437,-44.4984
51137,0,1,1,12,5,2,0,1783,1,12673.27,-15944.1,-2251.77,96.3089,-51.5203
51138,0,1,1,12,6,2,0,1783,2,13292.88,-15386.2,-2251.77,96.3194,-49.1747
51139,0,1,1,12,7,2,0,3438,1,13912.49,-14828.2,-2251.77,96.3194,-46.8249
51140,0,1,1,12,8,2,0,3438,0,14532.11,-14270.3,-2251.77,96.3089,-44.4792
51141,0,1,1,13,1,2,0,2168,2,16303.81,-12338.5,-695.837,91.9492,-37.1179
51142,0,1,1,13,2,2,0,1180,0,16789.97,-11669.3,-695.837,91.9491,-34.7999
51143,0,1,1,13,3,2,0,1180,2,17274.93,-11001.8,-695.837,91.9459,-32.4916
51144,0,1,1,13,4,2,0,6072,0,15769.93,-12972.9,-1503.73,94.2116,-39.4419
51145,0,1,1,13,5,2,0,1180,1,17227.21,-10967.1,-1503.73,94.2113,-32.4814
51146,0,1,1,13,6,2,0,6072,1,15722.21,-12938.2,-2311.61,96.477,-39.4518
51147,0,1,1,13,7,2,0,6072,2,16208.36,-12269.1,-2311.61,96.4874,-37.1243
51148,0,1,1,13,8,2,0,2167,0,16694.52,-11600.0,-2311.61,96.4872,-34.7931
51149,0,1,1,14,1,2,0,2699,0,18164.1,-9456.11,-730.744,92.0437,-27.5012
51150,0,1,1,14,2,2,0,2760,1,18503.22,-8694.42,-730.744,92.0471,-25.1682
51151,0,1,1,14,3,2,0,2760,0,18842.34,-7932.73,-730.744,92.0471,-22.8314
51152,0,1,1,14,4,2,0,2760,2,19181.47,-7171.03,-730.744,92.0437,-20.4984
51153,0,1,1,14,5,2,0,2699,1,18062.64,-9410.94,-2251.77,96.3089,-27.5203
51154,0,1,1,14,6,2,0,2699,2,18401.76,-8649.25,-2251.77,96.3194,-25.1746
51155,0,1,1,14,7,2,0,6972,1,18740.89,-7887.56,-2251.77,96.3194,-22.825
51156,0,1,1,14,8,2,0,6972,0,19080.01,-7125.86,-2251.77,96.3089,-20.4793
51157,0,1,1,15,1,2,0,0886,0,19733.2,-5472.95,-730.744,92.0437,-15.5012
51158,0,1,1,15,2,2,0,1813,1,19906.55,-4657.39,-730.744,92.0471,-13.1682
51159,0,1,1,15,3,2,0,1813,0,20079.9,-3841.84,-730.744,92.0471,-10.8314
51160,0,1,1,15,4,2,0,1813,2,20253.25,-3026.28,-730.744,92.0437,-8.4984
51161,0,1,1,15,5,2,0,0886,1,19624.57,-5449.86,-2251.77,96.3089,-15.5203
51162,0,1,1,15,6,2,0,0886,2,19797.92,-4634.3,-2251.77,96.3194,-13.1746
51163,0,1,1,15,7,2,0,2638,1,19971.27,-3818.75,-2251.77,96.3194,-10.825
51164,0,1,1,15,8,2,0,2638,0,20144.62,-3003.19,-2251.77,96.3089,-8.4793
51165,0,1,1,16,1,2,0,2866,0,20439.87,-1250.59,-730.744,92.0437,-3.5012
51166,0,1,1,16,2,2,0,1547,1,20439.87,-416.811,-730.744,92.0471,-1.1682
51167,0,1,1,16,3,2,0,1547,0,20439.87,416.9641,-730.744,92.0471,1.1686
51168,0,1,1,16,4,2,0,1547,2,20439.87,1250.74,-730.744,92.0437,3.5016
51169,0,1,1,16,5,2,0,2866,1,20328.82,-1250.59,-2251.77,96.3089,-3.5203
51170,0,1,1,16,6,2,0,2866,2,20328.81,-416.812,-2251.77,96.3194,-1.1746
51171,0,1,1,16,7,2,0,2653,1,20328.81,416.9636,-2251.77,96.3194,1.175
51172,0,1,1,16,8,2,0,2653,0,20328.81,1250.739,-2251.77,96.3089,3.5207
51173,0,1,1,17,1,2,0,2210,0,20253.23,3026.43,-730.744,92.0437,8.4988
51174,0,1,1,17,2,2,0,7352,1,20079.87,3841.985,-730.744,92.0471,10.8318
51175,0,1,1,17,3,2,0,7352,0,19906.52,4657.54,-730.744,92.0471,13.1686
51176,0,1,1,17,4,2,0,7352,2,19733.16,5473.095,-730.744,92.0437,15.5016
51177,0,1,1,17,5,2,0,2210,1,20144.59,3003.34,-2251.77,96.3089,8.4797
51178,0,1,1,17,6,2,0,2210,2,19971.24,3818.894,-2251.77,96.3194,10.8254
51179,0,1,1,17,7,2,0,6380,1,19797.89,4634.449,-2251.77,96.3194,13.175
51180,0,1,1,17,8,2,0,6380,0,19624.53,5450.004,-2251.77,96.3089,15.5207
51181,0,1,1,18,1,2,0,1355,0,19181.41,7171.178,-730.744,92.0437,20.4988
51182,0,1,1,18,2,2,0,1218,1,18842.28,7932.869,-730.744,92.0471,22.8318
51183,0,1,1,18,3,2,0,1218,0,18503.15,8694.559,-730.744,92.0471,25.1687
51184,0,1,1,18,4,2,0,1218,2,18164.02,9456.25,-730.744,92.0437,27.5016
51185,0,1,1,18,5,2,0,1355,1,19079.96,7126.006,-2251.77,96.3089,20.4797
51186,0,1,1,18,6,2,0,1355,2,18740.83,7887.697,-2251.77,96.3194,22.8254
51187,0,1,1,18,7,2,0,1048,1,18401.7,8649.387,-2251.77,96.3194,25.175
51188,0,1,1,18,8,2,0,1048,0,18062.57,9411.078,-2251.77,96.3089,27.5207
51189,0,1,1,19,1,2,0,1153,2,16772.72,11693.05,-695.837,91.9492,34.8822
51190,0,1,1,19,2,2,0,3583,1,16286.56,12362.19,-695.837,91.9491,37.2
51191,0,1,1,19,3,2,0,3583,0,15801.6,13029.69,-695.837,91.9459,39.5083
51192,0,1,1,19,4,2,0,1482,0,17211.15,10989.24,-1503.73,94.2116,32.558
51193,0,1,1,19,5,2,0,3583,2,15753.87,12995.01,-1503.73,94.2113,39.5184
51194,0,1,1,19,6,2,0,1482,1,17163.43,10954.57,-2311.61,96.477,32.5481
51195,0,1,1,19,7,2,0,1482,2,16677.28,11623.71,-2311.61,96.4874,34.8757
51196,0,1,1,19,8,2,0,1130,0,16191.12,12292.84,-2311.61,96.4873,37.207
51197,0,1,1,20,1,2,0,4486,0,14606.31,14352.98,-730.744,92.0437,44.4988
51198,0,1,1,20,2,2,0,1287,1,13986.69,14910.88,-730.744,92.0471,46.8318
51199,0,1,1,20,3,2,0,1287,0,13367.08,15468.79,-730.744,92.0471,49.1686
51200,0,1,1,20,4,2,0,1287,2,12747.46,16026.69,-730.744,92.0437,51.5016
51201,0,1,1,20,5,2,0,4486,1,14532.0,14270.45,-2251.77,96.3089,44.4797
51202,0,1,1,20,6,2,0,4486,2,13912.38,14828.35,-2251.77,96.3194,46.8254
51203,0,1,1,20,7,2,0,3252,1,13292.76,15386.25,-2251.77,96.3194,49.175
51204,0,1,1,20,8,2,0,3252,0,12673.15,15944.16,-2251.77,96.3089,51.5207
51205,0,1,1,21,1,2,0,1936,0,11302.98,17076.16,-730.744,92.0437,56.4988
51206,0,1,1,21,2,2,0,2510,1,10580.91,17493.04,-730.744,92.0471,58.8318
51207,0,1,1,21,3,2,0,2510,0,9858.833,17909.93,-730.744,92.0471,61.1686
51208,0,1,1,21,4,2,0,2510,2,9136.76,18326.81,-730.744,92.0437,63.5016
51209,0,1,1,21,5,2,0,1936,1,11247.45,16979.98,-2251.77,96.3089,56.4797
51210,0,1,1,21,6,2,0,1936,2,10525.38,17396.86,-2251.77,96.3194,58.8254
51211,0,1,1,21,7,2,0,1655,1,9803.304,17813.75,-2251.77,96.3194,61.175
51212,0,1,1,21,8,2,0,1655,0,9081.232,18230.63,-2251.77,96.3089,63.5207
51213,0,1,1,22,1,2,0,1828,0,7505.647,19053.02,-730.744,92.0437,68.4988
51214,0,1,1,22,2,2,0,1800,1,6712.679,19310.67,-730.744,92.0471,70.8318
51215,0,1,1,22,3,2,0,1800,0,5919.71,19568.32,-730.744,92.0471,73.1686
51216,0,1,1,22,4,2,0,1800,2,5126.742,19825.97,-730.744,92.0437,75.5016
51217,0,1,1,22,5,2,0,1828,1,7471.329,18947.4,-2251.77,96.3089,68.4797
51218,0,1,1,22,6,2,0,1828,2,6678.36,19205.05,-2251.77,96.3194,70.8254
51219,0,1,1,22,7,2,0,1790,1,5885.392,19462.7,-2251.77,96.3194,73.175
51220,0,1,1,22,8,2,0,1790,0,5092.423,19720.34,-2251.77,96.3089,75.5207
51221,0,1,1,23,1,2,0,5454,0,3380.285,20197.18,-730.744,92.0437,80.4988
51222,0,1,1,23,2,2,0,1819,1,2551.076,20284.33,-730.744,92.0471,82.8318
51223,0,1,1,23,3,2,0,1819,0,1721.868,20371.48,-730.744,92.0471,85.1686
51224,0,1,1,23,4,2,0,1819,2,892.6599,20458.63,-730.744,92.0437,87.5016
51225,0,1,1,23,5,2,0,5454,1,3368.676,20086.73,-2251.77,96.3089,80.4797
51226,0,1,1,23,6,2,0,5454,2,2539.468,20173.88,-2251.77,96.3194,82.8254
51227,0,1,1,23,7,2,0,1743,1,1710.26,20261.03,-2251.77,96.3194,85.175
51228,0,1,1,23,8,2,0,1743,0,881.0515,20348.18,-2251.77,96.3089,87.5207
51229,0,1,1,24,1,2,0,7620,0,-892.813,20458.62,-730.744,92.0437,92.4988
51230,0,1,1,24,2,2,0,1888,1,-1722.02,20371.47,-730.744,92.0471,94.8318
51231,0,1,1,24,3,2,0,1888,0,-2551.23,20284.31,-730.744,92.0471,97.1687
51232,0,1,1,24,4,2,0,1888,2,-3380.44,20197.16,-730.744,92.0437,99.5016
51233,0,1,1,24,5,2,0,7620,1,-881.203,20348.18,-2251.77,96.3089,92.4797
51234,0,1,1,24,6,2,0,7620,2,-1710.41,20261.02,-2251.77,96.3194,94.8254
51235,0,1,1,24,7,2,0,1845,1,-2539.62,20173.86,-2251.77,96.3194,97.175
51236,0,1,1,24,8,2,0,1845,0,-3368.83,20086.71,-2251.77,96.3089,99.5207
51237,0,1,1,25,1,2,0,6201,2,-5937.7,19565.16,-695.837,91.9492,106.8822
51238,0,1,1,25,2,2,0,2387,1,-6724.32,19309.57,-695.837,91.9491,109.2
51239,0,1,1,25,3,2,0,2387,0,-7509.01,19054.61,-695.837,91.9459,111.5083
51240,0,1,1,25,4,2,0,0712,0,-5132.85,19764.64,-1503.73,94.2116,104.558
51241,0,1,1,25,5,2,0,2387,2,-7490.78,18998.51,-1503.73,94.2113,111.5184
51242,0,1,1,25,6,2,0,0712,1,-5114.62,19708.54,-2311.61,96.477,104.5481
51243,0,1,1,25,7,2,0,0712,2,-5901.24,19452.95,-2311.61,96.4874,106.8757
51244,0,1,1,25,8,2,0,6486,0,-6687.86,19197.37,-2311.61,96.4873,109.207
51245,0,1,1,26,1,2,0,1830,0,-9136.9,18326.74,-730.744,92.0437,116.4988
51246,0,1,1,26,2,2,0,4827,1,-9858.97,17909.85,-730.744,92.0471,118.8318
51247,0,1,1,26,3,2,0,4827,0,-10581.0,17492.96,-730.744,92.0471,121.1686
51248,0,1,1,26,4,2,0,4827,2,-11303.1,17076.07,-730.744,92.0437,123.5016
51249,0,1,1,26,5,2,0,1830,1,-9081.37,18230.57,-2251.77,96.3089,116.4797
51250,0,1,1,26,6,2,0,1830,2,-9803.44,17813.67,-2251.77,96.3194,118.8254
51251,0,1,1,26,7,2,0,4903,1,-10525.5,17396.78,-2251.77,96.3194,121.175
51252,0,1,1,26,8,2,0,4903,0,-11247.6,16979.89,-2251.77,96.3089,123.5208
51253,0,1,1,27,1,2,0,1870,0,-12747.6,16026.59,-730.744,92.0437,128.4988
51254,0,1,1,27,2,2,0,6042,1,-13367.2,15468.69,-730.744,92.0471,130.8318
51255,0,1,1,27,3,2,0,6042,0,-13986.8,14910.78,-730.744,92.0471,133.1686
51256,0,1,1,27,4,2,0,6042,2,-14606.4,14352.87,-730.744,92.0437,135.5016
51257,0,1,1,27,5,2,0,1870,1,-12673.3,15944.06,-2251.77,96.3089,128.4798
51258,0,1,1,27,6,2,0,1870,2,-13292.9,15386.15,-2251.77,96.3194,130.8255
51259,0,1,1,27,7,2,0,1085,1,-13912.5,14828.25,-2251.77,96.3194,133.175
51260,0,1,1,27,8,2,0,1085,0,-14532.1,14270.34,-2251.77,96.3089,135.5207
51261,0,1,1,28,1,2,0,0885,0,-15801.1,13026.0,-730.744,92.0437,140.4988
51262,0,1,1,28,2,2,0,1972,1,-16291.2,12351.46,-730.744,92.0471,142.8318
51263,0,1,1,28,3,2,0,1972,0,-16781.3,11676.92,-730.744,92.0471,145.1687
51264,0,1,1,28,4,2,0,1972,2,-17271.4,11002.38,-730.744,92.0437,147.5017
51265,0,1,1,28,5,2,0,0885,1,-15711.3,12960.72,-2251.77,96.3089,140.4798
51266,0,1,1,28,6,2,0,0885,2,-16201.4,12286.18,-2251.77,96.3194,142.8255
51267,0,1,1,28,7,2,0,0974,1,-16691.4,11611.64,-2251.77,96.3194,145.175
51268,0,1,1,28,8,2,0,0974,0,-17181.5,10937.1,-2251.77,96.3089,147.5207
51269,0,1,1,29,1,2,0,1209,0,-18164.1,9456.114,-730.744,92.0437,152.4988
51270,0,1,1,29,2,2,0,1145,1,-18503.2,8694.421,-730.744,92.0471,154.8318
51271,0,1,1,29,3,2,0,1145,0,-18842.3,7932.728,-730.744,92.0471,157.1686
51272,0,1,1,29,4,2,0,1145,2,-19181.5,7171.035,-730.744,92.0437,159.5017
51273,0,1,1,29,5,2,0,1209,1,-18062.6,9410.943,-2251.77,96.3089,152.4797
51274,0,1,1,29,6,2,0,1209,2,-18401.8,8649.25,-2251.77,96.3194,154.8254
51275,0,1,1,29,7,2,0,1368,1,-18740.9,7887.557,-2251.77,96.3194,157.175
51276,0,1,1,29,8,2,0,1368,0,-19080.0,7125.864,-2251.77,96.3089,159.5207
51277,0,1,1,30,1,2,0,6717,0,-19733.2,5472.947,-730.744,92.0437,164.4988
51278,0,1,1,30,2,2,0,0779,1,-19906.6,4657.391,-730.744,92.0471,166.8318
51279,0,1,1,30,3,2,0,0779,0,-20079.9,3841.835,-730.744,92.0471,169.1686
51280,0,1,1,30,4,2,0,0779,2,-20253.2,3026.279,-730.744,92.0437,171.5016
51281,0,1,1,30,5,2,0,6717,1,-19624.6,5449.858,-2251.77,96.3089,164.4797
51282,0,1,1,30,6,2,0,6717,2,-19797.9,4634.301,-2251.77,96.3194,166.8254
51283,0,1,1,30,7,2,0,2246,1,-19971.3,3818.745,-2251.77,96.3194,169.175
51284,0,1,1,30,8,2,0,2246,0,-20144.6,3003.189,-2251.77,96.3089,171.5207
51285,0,1,2,1,1,2,0,2197,1,-20122.1,1033.441,-3688.49,100.3739,177.06
51286,0,1,2,1,2,2,0,2197,2,-20122.1,0.0,-3688.49,100.3873,180.0
51287,0,1,2,1,3,2,0,1754,0,-19946.4,1033.441,-4478.9,102.6393,177.0341
51288,0,1,2,1,4,2,0,1754,2,-19946.4,-1194.83,-4478.9,102.6337,-176.572
51289,0,1,2,1,5,2,0,1754,1,-19770.8,0.0,-5269.32,104.9236,180.0
51290,0,1,2,1,6,2,0,6338,0,-19770.8,-994.834,-5269.32,104.9056,-177.1194
51291,0,1,2,2,1,2,0,4702,0,-19907.4,-3088.7,-3722.65,100.4694,-171.1807
51292,0,1,2,2,2,2,0,4702,2,-19647.1,-4313.34,-3722.65,100.485,-167.6177
51293,0,1,2,2,3,2,0,1578,2,-19454.1,-5221.06,-3722.65,100.471,-164.9771
51294,0,1,2,2,4,2,0,4702,1,-19579.6,-3040.17,-5210.75,104.734,-171.174
51295,0,1,2,2,5,2,0,1660,1,-19323.6,-4244.58,-5210.75,104.7554,-167.6113
51296,0,1,2,2,6,2,0,1660,0,-19129.1,-5159.3,-5210.75,104.7352,-164.9059
51297,0,1,2,3,1,2,0,7191,0,-18830.2,-7160.18,-3722.65,100.4694,-159.1807
51298,0,1,2,3,2,2,0,7191,2,-18320.9,-8303.93,-3722.65,100.485,-155.6176
51299,0,1,2,3,3,2,0,7529,2,-17943.5,-9151.7,-3722.65,100.471,-152.9771
51300,0,1,2,3,4,2,0,7191,1,-18519.6,-7044.56,-5210.75,104.7341,-159.174
51301,0,1,2,3,5,2,0,0962,1,-18018.8,-8169.42,-5210.75,104.7554,-155.6113
51302,0,1,2,3,6,2,0,0962,0,-17638.4,-9023.73,-5210.75,104.7352,-152.9059
51303,0,1,2,4,1,2,0,1038,0,-16930.0,-10918.7,-3722.65,100.4695,-147.1807
51304,0,1,2,4,2,2,0,1038,2,-16194.1,-11931.6,-3722.65,100.485,-143.6177
51305,0,1,2,4,3,2,0,1322,2,-15648.6,-12682.4,-3722.65,100.471,-140.977
51306,0,1,2,4,4,2,0,1038,1,-16650.3,-10741.1,-5210.75,104.734,-147.174
51307,0,1,2,4,5,2,0,3994,1,-15926.5,-11737.2,-5210.75,104.7554,-143.6113
51308,0,1,2,4,6,2,0,3994,0,-15376.9,-12493.8,-5210.75,104.7351,-140.906
51309,0,1,2,5,1,2,0,4619,0,-14289.9,-14200.1,-3722.65,100.4694,-135.1806
51310,0,1,2,5,2,2,0,4619,2,-13359.5,-15037.8,-3722.65,100.485,-131.6177
51311,0,1,2,5,3,2,0,1386,2,-12669.8,-15658.8,-3722.65,100.471,-128.9769
51312,0,1,2,5,4,2,0,4619,1,-14053.2,-13968.1,-5210.75,104.7341,-135.174
51313,0,1,2,5,5,2,0,2728,1,-13138.2,-14792.0,-5210.75,104.7554,-131.6114
51314,0,1,2,5,6,2,0,2728,0,-12443.2,-15417.8,-5210.75,104.7352,-128.9059
51315,0,1,2,6,1,2,0,1815,0,-11025.3,-16860.8,-3722.65,100.4694,-123.1807
51316,0,1,2,6,2,2,0,1815,2,-9941.01,-17486.8,-3722.65,100.485,-119.6176
51317,0,1,2,6,3,2,0,1529,2,-9137.34,-17950.8,-3722.65,100.471,-116.9771
51318,0,1,2,6,4,2,0,1815,1,-10842.0,-16584.7,-5210.75,104.7341,-123.1741
51319,0,1,2,6,5,2,0,1623,1,-9775.65,-17200.4,-5210.75,104.7554,-119.6112
51320,0,1,2,6,6,2,0,1623,0,-8965.78,-17668.0,-5210.75,104.7351,-116.9059
51321,0,1,2,7,1,2,0,1852,1,-7200.93,-18817.9,-3688.49,100.3739,-110.94
51322,0,1,2,7,2,2,0,1852,2,-6218.07,-19137.3,-3688.49,100.3873,-108.0
51323,0,1,2,7,3,2,0,1779,0,-7146.65,-18650.8,-4478.9,102.6393,-110.9659
51324,0,1,2,7,4,2,0,1779,2,-5027.43,-19339.4,-4478.9,102.6337,-104.572
51325,0,1,2,7,5,2,0,1779,1,-6109.51,-18803.1,-5269.32,104.9236,-108.0
51326,0,1,2,7,6,2,0,1143,0,-5163.36,-19110.5,-5269.32,104.9056,-105.1194
51327,0,1,2,8,1,2,0,0006,0,-3214.19,-19887.5,-3722.65,100.4695,-99.1807
51328,0,1,2,8,2,2,0,0006,2,-1969.05,-20018.4,-3722.65,100.485,-95.6177
51329,0,1,2,8,3,2,0,0010,2,-1046.13,-20115.4,-3722.65,100.471,-92.9771
51330,0,1,2,8,4,2,0,0006,1,-3159.05,-19560.7,-5210.75,104.7341,-99.174
51331,0,1,2,8,5,2,0,7654,1,-1934.48,-19689.4,-5210.75,104.7554,-95.6113
51332,0,1,2,8,6,2,0,7654,0,-1004.44,-19787.2,-5210.75,104.7351,-92.906
51333,0,1,2,9,1,2,0,7647,0,990.8919,-20121.2,-3722.65,100.4694,-87.1807
51334,0,1,2,9,2,2,0,7647,2,2236.033,-19990.3,-3722.65,100.485,-83.6177
51335,0,1,2,9,3,2,0,2847,2,3158.949,-19893.3,-3722.65,100.471,-80.9771
51336,0,1,2,9,4,2,0,7647,1,976.894,-19790.1,-5210.75,104.7341,-87.174
51337,0,1,2,9,5,2,0,7676,1,2201.462,-19661.4,-5210.75,104.7554,-83.6113
51338,0,1,2,9,6,2,0,7676,0,3131.498,-19563.6,-5210.75,104.7352,-80.9059
51339,0,1,2,10,1,2,0,0032,0,5152.665,-19475.5,-3722.65,100.4694,-75.1807
51340,0,1,2,10,2,2,0,0032,2,6343.387,-19088.6,-3722.65,100.485,-71.6177
51341,0,1,2,10,3,2,0,1935,2,7225.966,-18801.8,-3722.65,100.471,-68.9771
51342,0,1,2,10,4,2,0,0032,1,5070.139,-19154.5,-5210.75,104.7341,-75.174
51343,0,1,2,10,5,2,0,5206,1,6241.186,-18774.0,-5210.75,104.7554,-71.6112
51344,0,1,2,10,6,2,0,5206,0,7130.575,-18485.0,-5210.75,104.7352,-68.9059
51345,0,1,2,11,1,2,0,3923,0,9089.242,-17978.6,-3722.65,100.4694,-63.1807
51346,0,1,2,11,2,2,0,3923,2,10173.5,-17352.6,-3722.65,100.485,-59.6177
51347,0,1,2,11,3,2,0,1853,2,10977.17,-16888.6,-3722.65,100.471,-56.9771
51348,0,1,2,11,4,2,0,3923,1,8941.795,-17681.8,-5210.75,104.7341,-63.174
51349,0,1,2,11,5,2,0,1396,1,10008.14,-17066.2,-5210.75,104.7554,-59.6113
51350,0,1,2,11,6,2,0,1396,0,10818.01,-16598.6,-5210.75,104.7351,-56.906
51351,0,1,2,12,1,2,0,6314,0,12628.58,-15695.9,-3722.65,100.4695,-51.1806
51352,0,1,2,12,2,2,0,6314,2,13558.99,-14858.2,-3722.65,100.485,-47.6177
51353,0,1,2,12,3,2,0,3438,2,14248.63,-14237.2,-3722.65,100.471,-44.977
51354,0,1,2,12,4,2,0,6314,1,12422.65,-15436.3,-5210.75,104.7341,-51.174
51355,0,1,2,12,5,2,0,1545,1,13337.69,-14612.4,-5210.75,104.7554,-47.6113
51356,0,1,2,12,6,2,0,1545,0,14032.65,-13986.7,-5210.75,104.7351,-44.906
51357,0,1,2,13,1,2,0,2167,1,15671.69,-12663.6,-3688.49,100.3739,-38.9401
51358,0,1,2,13,2,2,0,2167,2,16279.13,-11827.5,-3688.49,100.3873,-36.0
51359,0,1,2,13,3,2,0,0946,0,15529.57,-12560.3,-4478.9,102.6392,-38.9659
51360,0,1,2,13,4,2,0,0946,2,16839.32,-10757.6,-4478.9,102.6337,-32.572
51361,0,1,2,13,5,2,0,0946,1,15994.89,-11621.0,-5269.32,104.9236,-36.0001
51362,0,1,2,13,6,2,0,1905,0,16579.64,-10816.1,-5269.32,104.9056,-33.1193
51363,0,1,2,14,1,2,0,4828,0,17920.89,-9202.45,-3722.65,100.4695,-27.1807
51364,0,1,2,14,2,2,0,4828,2,18430.12,-8058.69,-3722.65,100.485,-23.6177
51365,0,1,2,14,3,2,0,6972,2,18807.57,-7210.92,-3722.65,100.471,-20.9771
51366,0,1,2,14,4,2,0,4828,1,17627.17,-9049.03,-5210.75,104.7341,-27.174
51367,0,1,2,14,5,2,0,7484,1,18127.99,-7924.17,-5210.75,104.7554,-23.6113
51368,0,1,2,14,6,2,0,7484,0,18508.35,-7069.86,-5210.75,104.7351,-20.906
51369,0,1,2,15,1,2,0,7412,0,19442.57,-5275.39,-3722.65,100.4695,-15.1807
51370,0,1,2,15,2,2,0,7412,2,19702.87,-4050.75,-3722.65,100.485,-11.6177
51371,0,1,2,15,3,2,0,2638,2,19895.81,-3143.03,-3722.65,100.471,-8.9771
51372,0,1,2,15,4,2,0,7412,1,19123.38,-5186.39,-5210.75,104.7341,-15.174
51373,0,1,2,15,5,2,0,2559,1,19379.38,-3981.99,-5210.75,104.7554,-11.6113
51374,0,1,2,15,6,2,0,2559,0,19573.8,-3067.26,-5210.75,104.7352,-8.906
51375,0,1,2,16,1,2,0,2563,0,20114.52,-1117.77,-3722.65,100.4695,-3.1807
51376,0,1,2,16,2,2,0,2563,2,20114.52,134.2287,-3722.65,100.485,0.3823
51377,0,1,2,16,3,2,0,2653,2,20114.51,1062.229,-3722.65,100.471,3.0229
51378,0,1,2,16,4,2,0,2563,1,19783.8,-1097.09,-5210.75,104.7341,-3.174
51379,0,1,2,16,5,2,0,1463,1,19783.79,134.2274,-5210.75,104.7554,0.3887
51380,0,1,2,16,6,2,0,1463,0,19783.79,1069.387,-5210.75,104.7351,3.094
51381,0,1,2,17,1,2,0,1586,0,19907.37,3088.699,-3722.65,100.4695,8.8193
