#Mapping file for Large PMT in CD
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250123.
#Have installed 17596 CD-LPMT, more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F
#CopyNo, LargeOrSmall(0=Large 1=Small), NorthOrSouth(0=North 1=South), CircleNo, PositionNo, UpOrDown(0=Up 1=Down), PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), GCU, Channel(0-2), X, Y, Z, Theta, Phi
14951,0,1,32,65,0,2,0942,0,11704.93,-7949.3,-13322.3,133.2761,-34.182
14952,0,1,32,66,0,2,0905,2,12009.85,-7480.68,-13322.3,133.2761,-31.9179
14953,0,1,32,67,0,2,0905,1,12296.01,-7000.37,-13322.3,133.2761,-29.6537
14954,0,1,32,68,0,2,0905,0,12562.97,-6509.13,-13322.3,133.2761,-27.3896
14955,0,1,32,69,0,2,2402,2,12810.31,-6007.73,-13322.3,133.2761,-25.1255
14956,0,1,32,70,0,2,2402,1,13037.66,-5496.95,-13322.3,133.2761,-22.8613
14957,0,1,32,71,0,2,2402,0,13244.64,-4977.58,-13322.3,133.2761,-20.5971
14958,0,1,32,72,0,2,2475,2,13430.95,-4450.44,-13322.3,133.2761,-18.333
14959,0,1,32,73,0,2,2475,1,13596.29,-3916.36,-13322.3,133.2761,-16.0688
14960,0,1,32,74,0,2,2475,0,13740.4,-3376.16,-13322.3,133.2761,-13.8047
14961,0,1,32,75,0,2,2070,2,13863.05,-2830.69,-13322.3,133.2761,-11.5406
14962,0,1,32,76,0,2,2070,1,13964.06,-2280.79,-13322.3,133.2761,-9.2764
14963,0,1,32,77,0,2,2070,0,14043.26,-1727.34,-13322.3,133.2761,-7.0122
14964,0,1,32,78,0,2,2307,2,14100.54,-1171.19,-13322.3,133.2761,-4.7481
14965,0,1,32,79,0,2,2307,1,14135.8,-613.212,-13322.3,133.2761,-2.4839
14966,0,1,32,80,0,2,2307,0,14148.99,-54.2766,-13322.3,133.2761,-0.2198
14967,0,1,32,81,0,2,2437,0,14140.09,504.7439,-13322.3,133.2761,2.0444
14968,0,1,32,82,0,2,2437,1,14109.11,1062.977,-13322.3,133.2761,4.3085
14969,0,1,32,83,0,2,2437,2,14056.1,1619.55,-13322.3,133.2761,6.5727
14970,0,1,32,84,0,2,2428,2,13981.14,2173.594,-13322.3,133.2761,8.8368
14971,0,1,32,85,0,2,2428,1,13884.36,2724.244,-13322.3,133.2761,11.101
14972,0,1,32,86,0,2,2428,0,13765.89,3270.642,-13322.3,133.2761,13.3651
14973,0,1,32,87,0,2,2711,2,13625.93,3811.932,-13322.3,133.2761,15.6293
14974,0,1,32,88,0,2,2711,1,13464.7,4347.27,-13322.3,133.2761,17.8934
14975,0,1,32,89,0,2,2711,0,13282.44,4875.822,-13322.3,133.2761,20.1576
14976,0,1,32,90,0,2,1316,2,13079.45,5396.759,-13322.3,133.2761,22.4217
14977,0,1,32,91,0,2,1316,1,12856.03,5909.271,-13322.3,133.2761,24.6859
14978,0,1,32,92,0,2,1316,0,12612.54,6412.555,-13322.3,133.2761,26.95
14979,0,1,32,93,0,2,1313,2,12349.35,6905.828,-13322.3,133.2761,29.2142
14980,0,1,32,94,0,2,1313,1,12066.88,7388.318,-13322.3,133.2761,31.4783
14981,0,1,32,95,0,2,1313,0,11765.58,7859.271,-13322.3,133.2761,33.7425
14982,0,1,32,96,0,2,5687,2,11445.9,8317.954,-13322.3,133.2761,36.0066
14983,0,1,32,97,0,2,5687,1,11108.35,8763.648,-13322.3,133.2761,38.2708
14984,0,1,32,98,0,2,5687,0,10753.45,9195.659,-13322.3,133.2761,40.5349
14985,0,1,32,99,0,2,6830,2,10381.77,9613.313,-13322.3,133.2761,42.7991
14986,0,1,32,100,0,2,6830,1,9993.875,10015.96,-13322.3,133.2761,45.0632
14987,0,1,32,101,0,2,6830,0,9590.376,10402.96,-13322.3,133.2761,47.3274
14988,0,1,32,102,0,2,4513,0,9171.903,10773.72,-13322.3,133.2761,49.5915
14989,0,1,32,103,0,2,4513,1,8739.108,11127.66,-13322.3,133.2761,51.8557
14990,0,1,32,104,0,2,4513,2,8292.669,11464.23,-13322.3,133.2761,54.1198
14991,0,1,32,105,0,2,4656,2,7833.284,11782.89,-13322.3,133.2761,56.384
14992,0,1,32,106,0,2,4656,1,7361.667,12083.16,-13322.3,133.2761,58.6481
14993,0,1,32,107,0,2,4656,0,6878.555,12364.56,-13322.3,133.2761,60.9123
14994,0,1,32,108,0,2,3939,2,6384.703,12626.66,-13322.3,133.2761,63.1764
14995,0,1,32,109,0,2,3939,1,5880.881,12869.04,-13322.3,133.2761,65.4406
14996,0,1,32,110,0,2,3939,0,5367.879,13091.33,-13322.3,133.2761,67.7047
14997,0,1,32,111,0,2,3402,2,4846.494,13293.17,-13322.3,133.2761,69.9689
14998,0,1,32,112,0,2,3402,1,4317.543,13474.26,-13322.3,133.2761,72.233
14999,0,1,32,113,0,2,3402,0,3781.85,13634.31,-13322.3,133.2761,74.4972
15000,0,1,32,114,0,2,3810,2,3240.252,13773.08,-13322.3,133.2761,76.7613
15001,0,1,32,115,0,2,3810,1,2693.594,13890.34,-13322.3,133.2761,79.0255
15002,0,1,32,116,0,2,3810,0,2142.731,13985.91,-13322.3,133.2761,81.2896
15003,0,1,32,117,0,2,3696,2,1588.523,14059.64,-13322.3,133.2761,83.5538
15004,0,1,32,118,0,2,3696,1,1031.834,14111.42,-13322.3,133.2761,85.8179
15005,0,1,32,119,0,2,3696,0,473.534,14141.17,-13322.3,133.2761,88.0821
15006,0,1,32,120,0,2,3713,2,-85.5044,14148.84,-13322.3,133.2761,90.3462
15007,0,1,32,121,0,2,3713,1,-644.41,14134.41,-13322.3,133.2761,92.6104
15008,0,1,32,122,0,2,3713,0,-1202.31,14097.92,-13322.3,133.2761,94.8745
15009,0,1,32,123,0,2,2734,0,-1758.33,14039.42,-13322.3,133.2761,97.1387
15010,0,1,32,124,0,2,2734,1,-2311.61,13958.99,-13322.3,133.2761,99.4029
15011,0,1,32,125,0,2,2734,2,-2861.28,13856.77,-13322.3,133.2761,101.667
15012,0,1,32,126,0,2,2606,2,-3406.48,13732.91,-13322.3,133.2761,103.9312
15013,0,1,32,127,0,2,2606,1,-3946.36,13587.61,-13322.3,133.2761,106.1953
15014,0,1,32,128,0,2,2606,0,-4480.08,13421.1,-13322.3,133.2761,108.4595
15015,0,1,32,129,0,2,3906,2,-5006.8,13233.63,-13322.3,133.2761,110.7236
15016,0,1,32,130,0,2,3906,1,-5525.71,13025.49,-13322.3,133.2761,112.9878
15017,0,1,32,131,0,2,3906,0,-6035.99,12797.02,-13322.3,133.2761,115.2519
15018,0,1,32,132,0,2,6815,2,-6536.84,12548.57,-13322.3,133.2761,117.516
15019,0,1,32,133,0,2,6815,1,-7027.49,12280.52,-13322.3,133.2761,119.7802
15020,0,1,32,134,0,2,6815,0,-7507.17,11993.3,-13322.3,133.2761,122.0444
15021,0,1,32,135,0,2,4479,2,-7975.12,11687.36,-13322.3,133.2761,124.3085
15022,0,1,32,136,0,2,4479,1,-8430.62,11363.17,-13322.3,133.2761,126.5726
15023,0,1,32,137,0,2,4479,0,-8872.96,11021.23,-13322.3,133.2761,128.8368
15024,0,1,32,138,0,2,6821,2,-9301.44,10662.08,-13322.3,133.2761,131.101
15025,0,1,32,139,0,2,6821,1,-9715.41,10286.29,-13322.3,133.2761,133.3651
15026,0,1,32,140,0,2,6821,0,-10114.2,9894.439,-13322.3,133.2761,135.6293
15027,0,1,32,141,0,2,5872,2,-10497.2,9487.136,-13322.3,133.2761,137.8934
15028,0,1,32,142,0,2,5872,1,-10863.8,9065.02,-13322.3,133.2761,140.1576
15029,0,1,32,143,0,2,5872,0,-11213.5,8628.75,-13322.3,133.276,142.4218
15030,0,1,32,144,0,2,0837,0,-11545.6,8179.008,-13322.3,133.2761,144.6859
15031,0,1,32,145,0,2,0837,1,-11859.7,7716.496,-13322.3,133.2761,146.95
15032,0,1,32,146,0,2,0837,2,-12155.3,7241.936,-13322.3,133.2761,149.2142
15033,0,1,32,147,0,2,0980,2,-12431.9,6756.067,-13322.3,133.2761,151.4783
15034,0,1,32,148,0,2,0980,1,-12689.1,6259.65,-13322.3,133.2761,153.7425
15035,0,1,32,149,0,2,0980,0,-12926.5,5753.46,-13322.3,133.2761,156.0066
15036,0,1,32,150,0,2,1877,0,-13143.7,5238.286,-13322.3,133.2761,158.2708
15037,0,1,32,151,0,2,1877,1,-13340.4,4714.933,-13322.3,133.2761,160.5349
15038,0,1,32,152,0,2,1877,2,-13516.3,4184.218,-13322.3,133.276,162.7991
15039,0,1,32,153,0,2,1803,2,-13671.0,3646.97,-13322.3,133.2761,165.0632
15040,0,1,32,154,0,2,1803,1,-13804.4,3104.028,-13322.3,133.2761,167.3274
15041,0,1,32,155,0,2,1803,0,-13916.3,2556.239,-13322.3,133.2761,169.5916
15042,0,1,32,156,0,2,1503,2,-14006.4,2004.458,-13322.3,133.2761,171.8557
15043,0,1,32,157,0,2,1503,1,-14074.6,1449.548,-13322.3,133.2762,174.1198
15044,0,1,32,158,0,2,1503,0,-14120.9,892.3752,-13322.3,133.2762,176.384
15045,0,1,32,159,0,2,2782,2,-14145.2,333.8089,-13322.3,133.276,178.6481
15046,0,1,33,1,0,1,2630,1,-13824.0,-493.463,-13650.4,134.6197,-177.9556
15047,0,1,33,2,0,2,2630,0,-13793.8,-1039.22,-13650.4,134.6196,-175.6915
15048,0,1,33,3,0,2,1227,2,-13741.9,-1583.35,-13650.4,134.6197,-173.4273
15049,0,1,33,4,0,1,1227,1,-13668.6,-2125.01,-13650.4,134.6198,-171.1632
15050,0,1,33,5,0,1,1227,0,-13574.0,-2663.35,-13650.4,134.6197,-168.899
15051,0,1,33,6,0,2,2621,0,-13458.2,-3197.54,-13650.4,134.6197,-166.6349
15052,0,1,33,7,0,1,2621,1,-13321.4,-3726.73,-13650.4,134.6196,-164.3708
15053,0,1,33,8,0,2,2621,2,-13163.7,-4250.1,-13650.4,134.6197,-162.1065
15054,0,1,33,9,0,1,1445,2,-12985.6,-4766.84,-13650.4,134.6196,-159.8425
15055,0,1,33,10,0,1,1445,1,-12787.1,-5276.14,-13650.4,134.6197,-157.5783
15056,0,1,33,11,0,1,1445,0,-12568.7,-5777.19,-13650.4,134.6196,-155.3142
15057,0,1,33,12,0,2,1596,2,-12330.6,-6269.23,-13650.4,134.6197,-153.0499
15058,0,1,33,13,0,2,1596,1,-12073.3,-6751.47,-13650.4,134.6197,-150.7858
15059,0,1,33,14,0,2,1596,0,-11797.2,-7223.18,-13650.4,134.6196,-148.5217
15060,0,1,33,15,0,1,5299,2,-11502.6,-7683.61,-13650.4,134.6196,-146.2575
15061,0,1,33,16,0,1,5299,1,-11190.1,-8132.04,-13650.4,134.6196,-143.9934
15062,0,1,33,17,0,1,5299,0,-10860.1,-8567.77,-13650.4,134.6196,-141.7293
15063,0,1,33,18,0,2,5826,2,-10513.1,-8990.13,-13650.4,134.6196,-139.4651
15064,0,1,33,19,0,2,5826,1,-10149.7,-9398.44,-13650.4,134.6197,-137.2009
15065,0,1,33,20,0,1,5826,0,-9770.5,-9792.09,-13650.4,134.6196,-134.9368
15066,0,1,33,21,0,2,4550,2,-9376.02,-10170.4,-13650.4,134.6197,-132.6727
15067,0,1,33,22,0,1,4550,1,-8966.9,-10532.9,-13650.4,134.6197,-130.4085
15068,0,1,33,23,0,2,4550,0,-8543.78,-10878.9,-13650.4,134.6197,-128.1444
15069,0,1,33,24,0,2,5969,2,-8107.32,-11208.0,-13650.4,134.6196,-125.8801
15070,0,1,33,25,0,1,5969,1,-7658.2,-11519.5,-13650.4,134.6197,-123.6161
15071,0,1,33,26,0,1,5969,0,-7197.12,-11813.1,-13650.4,134.6196,-121.3518
15072,0,1,33,27,0,2,4558,0,-6724.81,-12088.2,-13650.4,134.6196,-119.0877
15073,0,1,33,28,0,1,4558,1,-6242.0,-12344.4,-13650.4,134.6197,-116.8236
15074,0,1,33,29,0,2,4558,2,-5749.44,-12581.4,-13650.4,134.6196,-114.5594
15075,0,1,33,30,0,1,5425,2,-5247.9,-12798.7,-13650.4,134.6197,-112.2953
15076,0,1,33,31,0,1,5425,1,-4738.17,-12996.1,-13650.4,134.6196,-110.031
15077,0,1,33,32,0,2,5425,0,-4221.04,-13173.1,-13650.4,134.6196,-107.767
15078,0,1,33,33,0,1,6713,0,-3697.32,-13329.6,-13650.4,134.6196,-105.5028
15079,0,1,33,34,0,2,6713,1,-3167.83,-13465.2,-13650.4,134.6197,-103.2387
15080,0,1,33,35,0,2,6713,2,-2633.39,-13579.9,-13650.4,134.6196,-100.9745
15081,0,1,33,36,0,1,5340,2,-2094.84,-13673.3,-13650.4,134.6197,-98.7104
15082,0,1,33,37,0,1,5340,1,-1553.02,-13745.4,-13650.4,134.6196,-96.4462
15083,0,1,33,38,0,1,5340,0,-1008.77,-13796.0,-13650.4,134.6197,-94.1821
15084,0,1,33,39,0,2,5315,2,-462.949,-13825.1,-13650.4,134.6196,-91.9179
15085,0,1,33,40,0,2,5315,1,83.5938,-13832.6,-13650.4,134.6196,-89.6538
15086,0,1,33,41,0,1,5315,0,630.0071,-13818.5,-13650.4,134.6196,-87.3896
15087,0,1,33,42,0,2,5657,2,1175.438,-13782.8,-13650.4,134.6197,-85.1254
15088,0,1,33,43,0,1,5657,1,1719.032,-13725.6,-13650.4,134.6197,-82.8613
15089,0,1,33,44,0,2,5657,0,2259.942,-13647.0,-13650.4,134.6196,-80.5972
15090,0,1,33,45,0,2,6211,2,2797.324,-13547.1,-13650.4,134.6196,-78.333
15091,0,1,33,46,0,1,6211,1,3330.338,-13426.0,-13650.4,134.6196,-76.0689
15092,0,1,33,47,0,1,6211,0,3858.152,-13283.9,-13650.4,134.6197,-73.8047
15093,0,1,33,48,0,1,3904,2,4379.942,-13121.1,-13650.4,134.6197,-71.5405
15094,0,1,33,49,0,1,3904,1,4894.894,-12937.8,-13650.4,134.6197,-69.2763
15095,0,1,33,50,0,2,3904,0,5402.202,-12734.4,-13650.4,134.6196,-67.0123
15096,0,1,33,51,0,2,4110,2,5901.076,-12511.0,-13650.4,134.6196,-64.7481
15097,0,1,33,52,0,1,4110,1,6390.736,-12268.1,-13650.4,134.6196,-62.484
15098,0,1,33,53,0,2,4110,0,6870.418,-12006.0,-13650.4,134.6197,-60.2197
15099,0,1,33,54,0,1,4928,0,7339.372,-11725.2,-13650.4,134.6197,-57.9556
15100,0,1,33,55,0,2,4928,1,7796.867,-11426.1,-13650.4,134.6197,-55.6914
15101,0,1,33,56,0,2,4928,2,8242.187,-11109.2,-13650.4,134.6196,-53.4274
15102,0,1,33,57,0,1,4807,2,8674.639,-10774.9,-13650.4,134.6196,-51.1632
15103,0,1,33,58,0,1,4807,1,9093.546,-10423.8,-13650.4,134.6196,-48.8991
15104,0,1,33,59,0,1,4807,0,9498.254,-10056.4,-13650.4,134.6196,-46.6349
15105,0,1,33,60,0,2,5970,2,9888.133,-9673.29,-13650.4,134.6196,-44.3707
15106,0,1,33,61,0,2,5970,1,10262.57,-9275.09,-13650.4,134.6197,-42.1066
15107,0,1,33,62,0,1,5970,0,10620.99,-8862.41,-13650.4,134.6196,-39.8424
15108,0,1,33,63,0,1,2574,2,10962.82,-8435.89,-13650.4,134.6196,-37.5783
15109,0,1,33,64,0,2,2574,1,11287.54,-7996.2,-13650.4,134.6196,-35.3141
15110,0,1,33,65,0,1,2574,0,11594.63,-7544.02,-13650.4,134.6196,-33.05
15111,0,1,33,66,0,2,2214,2,11883.61,-7080.07,-13650.4,134.6197,-30.7858
15112,0,1,33,67,0,2,2214,1,12154.04,-6605.06,-13650.4,134.6197,-28.5217
15113,0,1,33,68,0,1,2214,0,12405.5,-6119.74,-13650.4,134.6196,-26.2575
15114,0,1,33,69,0,1,2911,2,12637.58,-5624.86,-13650.4,134.6197,-23.9934
15115,0,1,33,70,0,1,2911,1,12849.94,-5121.2,-13650.4,134.6196,-21.7292
15116,0,1,33,71,0,2,2911,0,13042.23,-4609.55,-13650.4,134.6196,-19.4651
15117,0,1,33,72,0,2,1991,2,13214.15,-4090.7,-13650.4,134.6197,-17.2009
15118,0,1,33,73,0,1,1991,1,13365.45,-3565.46,-13650.4,134.6196,-14.9368
15119,0,1,33,74,0,2,1991,0,13495.87,-3034.65,-13650.4,134.6197,-12.6726
15120,0,1,33,75,0,1,2473,0,13605.22,-2499.1,-13650.4,134.6197,-10.4085
15121,0,1,33,76,0,2,2473,1,13693.33,-1959.66,-13650.4,134.6197,-8.1443
15122,0,1,33,77,0,2,2473,2,13760.06,-1417.15,-13650.4,134.6197,-5.8802
15123,0,1,33,78,0,1,2405,2,13805.31,-872.43,-13650.4,134.6196,-3.616
15124,0,1,33,79,0,1,2405,1,13829.0,-326.348,-13650.4,134.6196,-1.3519
15125,0,1,33,80,0,1,2405,0,13831.09,220.2423,-13650.4,134.6197,0.9123
15126,0,1,33,81,0,2,1898,2,13811.59,766.4897,-13650.4,134.6197,3.1764
15127,0,1,33,82,0,2,1898,1,13770.53,1311.541,-13650.4,134.6197,5.4406
15128,0,1,33,83,0,1,1898,0,13707.96,1854.543,-13650.4,134.6197,7.7047
15129,0,1,33,84,0,1,1319,2,13624.0,2394.65,-13650.4,134.6196,9.9689
15130,0,1,33,85,0,2,1319,1,13518.76,2931.02,-13650.4,134.6196,12.233
15131,0,1,33,86,0,1,1319,0,13392.41,3462.81,-13650.4,134.6196,14.4972
15132,0,1,33,87,0,2,2455,2,13245.15,3989.195,-13650.4,134.6196,16.7613
15133,0,1,33,88,0,2,2455,1,13077.21,4509.352,-13650.4,134.6196,19.0255
15134,0,1,33,89,0,1,2455,0,12888.85,5022.468,-13650.4,134.6196,21.2896
15135,0,1,33,90,0,1,0879,2,12680.37,5527.742,-13650.4,134.6196,23.5538
15136,0,1,33,91,0,2,0879,1,12452.09,6024.385,-13650.4,134.6196,25.8179
15137,0,1,33,92,0,1,0879,0,12204.36,6511.621,-13650.4,134.6197,28.0821
15138,0,1,33,93,0,2,2628,2,11937.58,6988.691,-13650.4,134.6197,30.3462
15139,0,1,33,94,0,1,2628,1,11652.16,7454.848,-13650.4,134.6197,32.6104
15140,0,1,33,95,0,2,2628,0,11348.55,7909.366,-13650.4,134.6196,34.8745
15141,0,1,33,96,0,1,5720,0,11027.22,8351.533,-13650.4,134.6196,37.1387
15142,0,1,33,97,0,2,5720,1,10688.67,8780.661,-13650.4,134.6196,39.4028
15143,0,1,33,98,0,2,5720,2,10333.43,9196.079,-13650.4,134.6196,41.667
15144,0,1,33,99,0,1,2158,2,9962.057,9597.138,-13650.4,134.6197,43.9311
15145,0,1,33,100,0,1,2158,1,9575.129,9983.213,-13650.4,134.6197,46.1953
15146,0,1,33,101,0,1,2158,0,9173.25,10353.7,-13650.4,134.6197,48.4595
15147,0,1,33,102,0,2,4705,2,8757.048,10708.02,-13650.4,134.6197,50.7236
15148,0,1,33,103,0,2,4705,1,8327.173,11045.62,-13650.4,134.6197,52.9878
15149,0,1,33,104,0,2,4705,0,7884.297,11365.98,-13650.4,134.6196,55.2519
15150,0,1,33,105,0,1,4186,2,7429.112,11668.59,-13650.4,134.6196,57.5161
15151,0,1,33,106,0,1,4186,1,6962.326,11952.98,-13650.4,134.6196,59.7802
15152,0,1,33,107,0,1,4186,0,6484.669,12218.7,-13650.4,134.6197,62.0444
15153,0,1,33,108,0,2,3761,2,5996.887,12465.35,-13650.4,134.6197,64.3085
15154,0,1,33,109,0,2,3761,1,5499.742,12692.54,-13650.4,134.6196,66.5727
15155,0,1,33,110,0,1,3761,0,4994.009,12899.9,-13650.4,134.6197,68.8368
15156,0,1,33,111,0,1,2295,2,4480.479,13087.13,-13650.4,134.6196,71.101
15157,0,1,33,112,0,2,2295,1,3959.953,13253.92,-13650.4,134.6197,73.3651
15158,0,1,33,113,0,1,2295,0,3433.244,13400.02,-13650.4,134.6196,75.6293
15159,0,1,33,114,0,2,3086,2,2901.175,13525.19,-13650.4,134.6197,77.8934
15160,0,1,33,115,0,1,3086,1,2364.576,13629.25,-13650.4,134.6196,80.1576
15161,0,1,33,116,0,1,3086,0,1824.284,13712.02,-13650.4,134.6197,82.4217
15162,0,1,33,117,0,2,2684,0,1281.144,13773.39,-13650.4,134.6197,84.6859
15163,0,1,33,118,0,1,2684,1,736.0043,13813.25,-13650.4,134.6197,86.95
15164,0,1,33,119,0,2,2684,2,189.7152,13831.55,-13650.4,134.6196,89.2142
15165,0,1,33,120,0,2,5721,2,-356.87,13828.24,-13650.4,134.6197,91.4783
15166,0,1,33,121,0,1,5721,1,-902.897,13803.35,-13650.4,134.6196,93.7425
15167,0,1,33,122,0,1,5721,0,-1447.52,13756.9,-13650.4,134.6197,96.0066
15168,0,1,33,123,0,1,5918,0,-1989.87,13688.97,-13650.4,134.6197,98.2708
15169,0,1,33,124,0,2,5918,1,-2529.13,13599.67,-13650.4,134.6197,100.5349
15170,0,1,33,125,0,2,5918,2,-3064.43,13489.14,-13650.4,134.6197,102.7991
15171,0,1,33,126,0,1,1759,2,-3594.95,13357.54,-13650.4,134.6197,105.0632
15172,0,1,33,127,0,2,1759,1,-4119.85,13205.09,-13650.4,134.6197,107.3274
15173,0,1,33,128,0,1,1759,0,-4638.32,13032.02,-13650.4,134.6197,109.5915
15174,0,1,33,129,0,2,3624,2,-5149.55,12838.6,-13650.4,134.6197,111.8557
15175,0,1,33,130,0,2,3624,1,-5652.74,12625.14,-13650.4,134.6197,114.1198
15176,0,1,33,131,0,1,3624,0,-6147.11,12391.96,-13650.4,134.6197,116.384
15177,0,1,33,132,0,1,4723,2,-6631.87,12139.44,-13650.4,134.6196,118.6481
15178,0,1,33,133,0,2,4723,1,-7106.28,11867.96,-13650.4,134.6196,120.9123
15179,0,1,33,134,0,1,4723,0,-7569.6,11577.95,-13650.4,134.6196,123.1764
15180,0,1,33,135,0,2,4469,2,-8021.09,11269.86,-13650.4,134.6197,125.4406
15181,0,1,33,136,0,1,4469,1,-8460.06,10944.17,-13650.4,134.6197,127.7047
15182,0,1,33,137,0,1,4469,0,-8885.83,10601.4,-13650.4,134.6196,129.9689
15183,0,1,33,138,0,2,6157,2,-9297.71,10242.08,-13650.4,134.6197,132.233
15184,0,1,33,139,0,1,6157,1,-9695.09,9866.759,-13650.4,134.6196,134.4972
15185,0,1,33,140,0,2,6157,0,-10077.3,9476.036,-13650.4,134.6197,136.7613
15186,0,1,33,141,0,2,5354,2,-10443.8,9070.516,-13650.4,134.6197,139.0254
15187,0,1,33,142,0,1,5354,1,-10794.0,8650.835,-13650.4,134.6197,141.2896
15188,0,1,33,143,0,1,5354,0,-11127.4,8217.646,-13650.4,134.6196,143.5539
15189,0,1,33,144,0,2,2462,0,-11443.3,7771.626,-13650.4,134.6197,145.8179
15190,0,1,33,145,0,1,2462,1,-11741.4,7313.474,-13650.4,134.6197,148.0821
15191,0,1,33,146,0,2,2462,2,-12021.2,6843.901,-13650.4,134.6196,150.3463
15192,0,1,33,147,0,1,2591,2,-12282.2,6363.642,-13650.4,134.6196,152.6105
15193,0,1,33,148,0,2,2591,1,-12524.0,5873.447,-13650.4,134.6196,154.8746
15194,0,1,33,149,0,1,2591,0,-12746.2,5374.082,-13650.4,134.6197,157.1386
15195,0,1,33,150,0,2,2913,2,-12948.6,4866.326,-13650.4,134.6197,159.4028
15196,0,1,33,151,0,2,2913,1,-13130.8,4350.971,-13650.4,134.6196,161.6671
15197,0,1,33,152,0,1,2913,0,-13292.4,3828.823,-13650.4,134.6196,163.9312
15198,0,1,33,153,0,1,2451,2,-13433.3,3300.696,-13650.4,134.6196,166.1953
15199,0,1,33,154,0,1,2451,1,-13553.2,2767.416,-13650.4,134.6196,168.4595
15200,0,1,33,155,0,1,2451,0,-13651.9,2229.815,-13650.4,134.6197,170.7236
15201,0,1,33,156,0,2,1996,2,-13729.4,1688.732,-13650.4,134.6196,172.9878
15202,0,1,33,157,0,2,1996,1,-13785.4,1145.013,-13650.4,134.6196,175.2519
15203,0,1,33,158,0,1,1996,0,-13819.8,599.505,-13650.4,134.6198,177.5161
15204,0,1,33,159,0,2,2630,2,-13832.7,53.063,-13650.4,134.6197,179.7802
15205,0,1,34,1,0,2,2909,0,-13504.5,-215.042,-13973.6,135.9744,-179.0877
15206,0,1,34,2,0,2,2909,1,-13485.5,-748.393,-13973.6,135.9743,-176.8236
15207,0,1,34,3,0,2,2909,2,-13445.4,-1280.58,-13973.6,135.9743,-174.5594
15208,0,1,34,4,0,2,1966,2,-13384.3,-1810.76,-13973.6,135.9744,-172.2952
15209,0,1,34,5,0,2,1966,1,-13302.3,-2338.11,-13973.6,135.9744,-170.0311
15210,0,1,34,6,0,2,1966,0,-13199.6,-2861.82,-13973.6,135.9743,-167.767
15211,0,1,34,7,0,2,2426,0,-13076.2,-3381.05,-13973.6,135.9744,-165.5028
15212,0,1,34,8,0,2,2426,1,-12932.4,-3895.01,-13973.6,135.9744,-163.2386
15213,0,1,34,9,0,2,2426,2,-12768.5,-4402.89,-13973.6,135.9742,-160.9746
15214,0,1,34,10,0,2,0768,2,-12584.5,-4903.89,-13973.6,135.9744,-158.7103
15215,0,1,34,11,0,2,0768,1,-12381.0,-5397.23,-13973.6,135.9743,-156.4462
15216,0,1,34,12,0,2,0768,0,-12158.1,-5882.15,-13973.6,135.9743,-154.1821
15217,0,1,34,13,0,2,0769,2,-11916.2,-6357.88,-13973.6,135.9744,-151.9179
15218,0,1,34,14,0,2,0769,1,-11655.7,-6823.69,-13973.6,135.9744,-149.6537
15219,0,1,34,15,0,2,0769,0,-11377.1,-7278.84,-13973.6,135.9742,-147.3897
15220,0,1,34,16,0,2,5645,2,-11080.6,-7722.63,-13973.6,135.9743,-145.1254
15221,0,1,34,17,0,2,5645,1,-10766.9,-8154.36,-13973.6,135.9743,-142.8614
15222,0,1,34,18,0,2,5645,0,-10436.3,-8573.35,-13973.6,135.9743,-140.5971
15223,0,1,34,19,0,2,5957,2,-10089.5,-8978.96,-13973.6,135.9743,-138.3331
15224,0,1,34,20,0,1,-1,-1,-9726.86,-9370.55,-13973.6,135.9743,-136.0689
15225,0,1,34,21,0,2,5957,0,-9349.06,-9747.51,-13973.6,135.9743,-133.8047
15226,0,1,34,22,0,2,5855,2,-8956.67,-10109.3,-13973.6,135.9742,-131.5404
15227,0,1,34,23,0,2,5855,1,-8550.3,-10455.2,-13973.6,135.9743,-129.2764
15228,0,1,34,24,0,2,5855,0,-8130.57,-10784.8,-13973.6,135.9744,-127.0123
15229,0,1,34,25,0,2,6833,2,-7698.15,-11097.6,-13973.6,135.9744,-124.7482
15230,0,1,34,26,0,2,6833,1,-7253.71,-11393.1,-13973.6,135.9743,-122.4839
15231,0,1,34,27,0,2,6833,0,-6797.95,-11670.8,-13973.6,135.9743,-120.2197
15232,0,1,34,28,0,2,5714,0,-6331.57,-11930.2,-13973.6,135.9744,-117.9557
15233,0,1,34,29,0,2,5714,1,-5855.3,-12171.0,-13973.6,135.9744,-115.6916
15234,0,1,34,30,0,2,5714,2,-5369.9,-12392.9,-13973.6,135.9743,-113.4273
15235,0,1,34,31,0,2,4315,2,-4876.1,-12595.3,-13973.6,135.9744,-111.1632
15236,0,1,34,32,0,2,4315,1,-4374.7,-12778.1,-13973.6,135.9744,-108.8991
15237,0,1,34,33,0,2,4315,0,-3866.46,-12941.0,-13973.6,135.9743,-106.6349
15238,0,1,34,34,0,2,5709,2,-3352.19,-13083.6,-13973.6,135.9744,-104.3708
15239,0,1,34,35,0,2,5709,1,-2832.68,-13205.9,-13973.6,135.9743,-102.1066
15240,0,1,34,36,0,2,5709,0,-2308.75,-13307.5,-13973.6,135.9742,-99.8424
