#Mapping file for Large PMT in CD
#Updated by Yuning Su (suyn26 AT mail2.sysu.edu.cn) in 20250123.
#Have installed 17596 CD-LPMT, more detail in https://docs.ihep.ac.cn/link/AR573CA85D4A004CE8B5AC50662739AB3F
#CopyNo, LargeOrSmall(0=Large 1=Small), NorthOrSouth(0=North 1=South), CircleNo, PositionNo, UpOrDown(0=Up 1=Down), PMTType(1=H 2=NVVT_1 3=NVVT_2 4=S), GCU, Channel(0-2), X, Y, Z, Theta, Phi
15241,0,1,34,37,0,2,6434,2,-1781.21,-13388.3,-13973.6,135.9743,-97.5783
15242,0,1,34,38,0,2,6434,1,-1250.9,-13448.2,-13973.6,135.9743,-95.3141
15243,0,1,34,39,0,2,6434,0,-718.628,-13487.1,-13973.6,135.9744,-93.05
15244,0,1,34,40,0,2,5964,2,-185.236,-13505.0,-13973.6,135.9743,-90.7858
15245,0,1,34,41,0,2,5964,1,348.4435,-13501.8,-13973.6,135.9742,-88.5217
15246,0,1,34,42,0,2,5964,0,881.5798,-13477.5,-13973.6,135.9742,-86.2575
15247,0,1,34,43,0,2,4990,2,1413.341,-13432.1,-13973.6,135.9743,-83.9934
15248,0,1,34,44,0,2,4990,1,1942.894,-13365.8,-13973.6,135.9743,-81.7292
15249,0,1,34,45,0,2,4990,0,2469.414,-13278.6,-13973.6,135.9743,-79.4651
15250,0,1,34,46,0,2,4982,2,2992.079,-13170.7,-13973.6,135.9743,-77.201
15251,0,1,34,47,0,2,4982,1,3510.071,-13042.2,-13973.6,135.9743,-74.9368
15252,0,1,34,48,0,2,4982,0,4022.583,-12893.3,-13973.6,135.9744,-72.6726
15253,0,1,34,49,0,2,3456,0,4528.814,-12724.3,-13973.6,135.9744,-70.4084
15254,0,1,34,50,0,2,3456,1,5027.974,-12535.5,-13973.6,135.9743,-68.1443
15255,0,1,34,51,0,2,3456,2,5519.283,-12327.1,-13973.6,135.9743,-65.8802
15256,0,1,34,52,0,2,5210,2,6001.974,-12099.4,-13973.6,135.9743,-63.616
15257,0,1,34,53,0,2,5210,1,6475.296,-11852.8,-13973.6,135.9744,-61.3518
15258,0,1,34,54,0,2,5210,0,6938.505,-11587.8,-13973.6,135.9742,-59.0878
15259,0,1,34,55,0,2,4331,2,7390.881,-11304.6,-13973.6,135.9743,-56.8236
15260,0,1,34,56,0,2,4331,1,7831.717,-11003.8,-13973.6,135.9743,-54.5595
15261,0,1,34,57,0,1,-1,-1,8260.325,-10685.8,-13973.6,135.9743,-52.2953
15262,0,1,34,58,0,2,5767,2,8676.035,-10351.1,-13973.6,135.9743,-50.0311
15263,0,1,34,59,0,2,5767,1,9078.199,-10000.3,-13973.6,135.9743,-47.7671
15264,0,1,34,60,0,2,5767,0,9466.188,-9633.81,-13973.6,135.9743,-45.5028
15265,0,1,34,61,0,2,5865,2,9839.397,-9252.31,-13973.6,135.9743,-43.2387
15266,0,1,34,62,0,2,5865,1,10197.24,-8856.37,-13973.6,135.9743,-40.9745
15267,0,1,34,63,0,2,5865,0,10539.17,-8446.59,-13973.6,135.9743,-38.7103
15268,0,1,34,64,0,2,1379,2,10864.64,-8023.63,-13973.6,135.9743,-36.4462
15269,0,1,34,65,0,2,1379,1,11173.14,-7588.14,-13973.6,135.9743,-34.182
15270,0,1,34,66,0,2,1379,0,11464.2,-7140.81,-13973.6,135.9743,-31.9179
15271,0,1,34,67,0,2,0814,2,11737.36,-6682.32,-13973.6,135.9743,-29.6537
15272,0,1,34,68,0,2,0814,1,11992.19,-6213.4,-13973.6,135.9743,-27.3896
15273,0,1,34,69,0,2,0814,0,12228.3,-5734.78,-13973.6,135.9743,-25.1255
15274,0,1,34,70,0,2,2738,0,12445.32,-5247.2,-13973.6,135.9743,-22.8613
15275,0,1,34,71,0,2,2738,1,12642.9,-4751.44,-13973.6,135.9743,-20.5972
15276,0,1,34,72,0,2,2738,2,12820.74,-4248.25,-13973.6,135.9743,-18.333
15277,0,1,34,73,0,2,2846,2,12978.57,-3738.43,-13973.6,135.9743,-16.0689
15278,0,1,34,74,0,2,2846,1,13116.13,-3222.77,-13973.6,135.9743,-13.8047
15279,0,1,34,75,0,2,2846,0,13233.21,-2702.08,-13973.6,135.9743,-11.5405
15280,0,1,34,76,0,2,2968,2,13329.63,-2177.17,-13973.6,135.9743,-9.2764
15281,0,1,34,77,0,2,2968,1,13405.23,-1648.86,-13973.6,135.9743,-7.0122
15282,0,1,34,78,0,2,2968,0,13459.91,-1117.98,-13973.6,135.9743,-4.7481
15283,0,1,34,79,0,2,1633,2,13493.57,-585.352,-13973.6,135.9743,-2.4839
15284,0,1,34,80,0,2,1633,1,13506.16,-51.8116,-13973.6,135.9743,-0.2198
15285,0,1,34,81,0,2,1633,0,13497.66,481.8109,-13973.6,135.9743,2.0444
15286,0,1,34,82,0,1,-1,-1,13468.09,1014.682,-13973.6,135.9743,4.3085
15287,0,1,34,83,0,2,1457,1,13417.49,1545.968,-13973.6,135.9743,6.5727
15288,0,1,34,84,0,2,1457,0,13345.94,2074.84,-13973.6,135.9743,8.8368
15289,0,1,34,85,0,2,2900,2,13253.55,2600.472,-13973.6,135.9743,11.101
15290,0,1,34,86,0,2,2900,1,13140.47,3122.045,-13973.6,135.9743,13.3651
15291,0,1,34,87,0,2,2900,0,13006.87,3638.743,-13973.6,135.9743,15.6293
15292,0,1,34,88,0,2,2092,2,12852.96,4149.759,-13973.6,135.9743,17.8934
15293,0,1,34,89,0,2,2092,1,12678.98,4654.297,-13973.6,135.9743,20.1576
15294,0,1,34,90,0,2,2092,0,12485.21,5151.567,-13973.6,135.9743,22.4217
15295,0,1,34,91,0,2,2436,0,12271.94,5640.793,-13973.6,135.9743,24.6859
15296,0,1,34,92,0,2,2436,1,12039.51,6121.212,-13973.6,135.9743,26.95
15297,0,1,34,93,0,2,2436,2,11788.28,6592.074,-13973.6,135.9743,29.2142
15298,0,1,34,94,0,2,1247,2,11518.65,7052.643,-13973.6,135.9743,31.4783
15299,0,1,34,95,0,2,1247,1,11231.03,7502.199,-13973.6,135.9743,33.7425
15300,0,1,34,96,0,2,1247,0,10925.87,7940.042,-13973.6,135.9743,36.0066
15301,0,1,34,97,0,2,5119,0,10603.66,8365.488,-13973.6,135.9743,38.2708
15302,0,1,34,98,0,2,5119,1,10264.89,8777.871,-13973.6,135.9743,40.5349
15303,0,1,34,99,0,2,5119,2,9910.094,9176.549,-13973.6,135.9743,42.7991
15304,0,1,34,100,0,2,0787,2,9539.823,9560.899,-13973.6,135.9743,45.0632
15305,0,1,34,101,0,2,0787,1,9154.655,9930.322,-13973.6,135.9743,47.3274
15306,0,1,34,102,0,2,0787,0,8755.195,10284.24,-13973.6,135.9743,49.5915
15307,0,1,34,103,0,2,4633,2,8342.064,10622.1,-13973.6,135.9743,51.8557
15308,0,1,34,104,0,2,4633,1,7915.907,10943.37,-13973.6,135.9743,54.1198
15309,0,1,34,105,0,2,4633,0,7477.394,11247.56,-13973.6,135.9743,56.384
15310,0,1,34,106,0,2,4452,2,7027.203,11534.18,-13973.6,135.9743,58.6481
15311,0,1,34,107,0,2,4452,1,6566.04,11802.8,-13973.6,135.9743,60.9123
15312,0,1,34,108,0,2,4452,0,6094.626,12052.99,-13973.6,135.9743,63.1764
15313,0,1,34,109,0,1,-1,-1,5613.694,12284.36,-13973.6,135.9743,65.4406
15314,0,1,34,110,0,2,3846,1,5123.999,12496.55,-13973.6,135.9743,67.7047
15315,0,1,34,111,0,2,3846,0,4626.303,12689.22,-13973.6,135.9743,69.9689
15316,0,1,34,112,0,2,2799,2,4121.383,12862.08,-13973.6,135.9743,72.233
15317,0,1,34,113,0,2,2799,1,3610.028,13014.86,-13973.6,135.9743,74.4972
15318,0,1,34,114,0,2,2799,0,3093.037,13147.32,-13973.6,135.9743,76.7613
15319,0,1,34,115,0,2,3101,2,2571.216,13259.26,-13973.6,135.9743,79.0255
15320,0,1,34,116,0,2,3101,1,2045.38,13350.48,-13973.6,135.9743,81.2896
15321,0,1,34,117,0,2,3101,0,1516.351,13420.87,-13973.6,135.9743,83.5538
15322,0,1,34,118,0,2,2289,0,984.9546,13470.3,-13973.6,135.9743,85.8179
15323,0,1,34,119,0,2,2289,1,452.0199,13498.69,-13973.6,135.9743,88.0821
15324,0,1,34,120,0,2,2289,2,-81.6197,13506.01,-13973.6,135.9743,90.3462
15325,0,1,34,121,0,2,2388,2,-615.132,13492.24,-13973.6,135.9743,92.6104
15326,0,1,34,122,0,2,2388,1,-1147.69,13457.41,-13973.6,135.9743,94.8746
15327,0,1,34,123,0,2,2388,0,-1678.45,13401.56,-13973.6,135.9743,97.1387
15328,0,1,34,124,0,2,3461,2,-2206.59,13324.79,-13973.6,135.9743,99.4029
15329,0,1,34,125,0,2,3461,1,-2731.28,13227.21,-13973.6,135.9743,101.667
15330,0,1,34,126,0,2,3461,0,-3251.71,13108.98,-13973.6,135.9743,103.9312
15331,0,1,34,127,0,2,3619,2,-3767.06,12970.28,-13973.6,135.9743,106.1953
15332,0,1,34,128,0,2,3619,1,-4276.53,12811.33,-13973.6,135.9743,108.4594
15333,0,1,34,129,0,2,3619,0,-4779.33,12632.38,-13973.6,135.9743,110.7236
15334,0,1,34,130,0,2,3580,2,-5274.66,12433.7,-13973.6,135.9743,112.9878
15335,0,1,34,131,0,2,3580,1,-5761.75,12215.61,-13973.6,135.9743,115.2519
15336,0,1,34,132,0,2,3580,0,-6239.85,11978.45,-13973.6,135.9743,117.516
15337,0,1,34,133,0,2,3249,2,-6708.21,11722.58,-13973.6,135.9743,119.7802
15338,0,1,34,134,0,2,3249,1,-7166.09,11448.41,-13973.6,135.9743,122.0444
15339,0,1,34,135,0,2,3249,0,-7612.79,11156.37,-13973.6,135.9743,124.3085
15340,0,1,34,136,0,2,4653,2,-8047.59,10846.9,-13973.6,135.9743,126.5727
15341,0,1,34,137,0,2,4653,1,-8469.83,10520.5,-13973.6,135.9743,128.8368
15342,0,1,34,138,0,2,4653,0,-8878.85,10177.67,-13973.6,135.9743,131.101
15343,0,1,34,139,0,2,1169,0,-9274.0,9818.954,-13973.6,135.9743,133.3651
15344,0,1,34,140,0,2,1169,1,-9654.68,9444.904,-13973.6,135.9743,135.6293
15345,0,1,34,141,0,2,1169,2,-10020.3,9056.106,-13973.6,135.9743,137.8935
15346,0,1,34,142,0,2,5170,2,-10370.2,8653.169,-13973.6,135.9744,140.1575
15347,0,1,34,143,0,2,5170,1,-10704.0,8236.72,-13973.6,135.9743,142.4217
15348,0,1,34,144,0,2,5170,0,-11021.0,7807.411,-13973.6,135.9744,144.6858
15349,0,1,34,145,0,2,2338,2,-11320.9,7365.913,-13973.6,135.9743,146.9501
15350,0,1,34,146,0,2,2338,1,-11603.0,6912.913,-13973.6,135.9744,149.2141
15351,0,1,34,147,0,2,2338,0,-11867.1,6449.119,-13973.6,135.9743,151.4783
15352,0,1,34,148,0,2,1949,2,-12112.6,5975.256,-13973.6,135.9743,153.7425
15353,0,1,34,149,0,2,1949,1,-12339.2,5492.063,-13973.6,135.9743,156.0066
15354,0,1,34,150,0,2,1949,0,-12546.6,5000.295,-13973.6,135.9742,158.2708
15355,0,1,34,151,0,2,2558,2,-12734.3,4500.72,-13973.6,135.9743,160.5349
15356,0,1,34,152,0,2,2558,1,-12902.2,3994.117,-13973.6,135.9743,162.7991
15357,0,1,34,153,0,2,2558,0,-13049.9,3481.278,-13973.6,135.9743,165.0632
15358,0,1,34,154,0,2,2009,2,-13177.2,2963.003,-13973.6,135.9744,167.3273
15359,0,1,34,155,0,2,2009,1,-13284.0,2440.102,-13973.6,135.9743,169.5915
15360,0,1,34,156,0,2,2009,0,-13370.0,1913.391,-13973.6,135.9744,171.8557
15361,0,1,34,157,0,2,1881,2,-13435.2,1383.692,-13973.6,135.9743,174.1198
15362,0,1,34,158,0,2,1881,1,-13479.4,851.8328,-13973.6,135.9743,176.384
15363,0,1,34,159,0,2,1881,0,-13502.5,318.6439,-13973.6,135.9743,178.6481
15364,0,1,35,1,0,2,1995,0,-13118.0,-0.0002,-14338.7,137.5456,-180.0
15365,0,1,35,2,0,1,1995,1,-13105.1,-580.253,-14338.7,137.5458,-177.4648
15366,0,1,35,3,0,2,1995,2,-13066.7,-1159.37,-14338.7,137.5456,-174.9296
15367,0,1,35,4,0,1,1918,0,-13002.6,-1736.22,-14338.7,137.5456,-172.3944
15368,0,1,35,5,0,2,1918,1,-12913.1,-2309.66,-14338.7,137.5456,-169.8592
15369,0,1,35,6,0,1,1918,2,-12798.3,-2878.59,-14338.7,137.5456,-167.324
15370,0,1,35,7,0,2,2075,0,-12658.4,-3441.88,-14338.7,137.5457,-164.7888
15371,0,1,35,8,0,2,2075,1,-12493.8,-3998.44,-14338.7,137.5456,-162.2536
15372,0,1,35,9,0,1,2075,2,-12304.7,-4547.17,-14338.7,137.5456,-159.7183
15373,0,1,35,10,0,1,1594,2,-12091.5,-5086.99,-14338.7,137.5456,-157.1831
15374,0,1,35,11,0,2,1594,1,-11854.6,-5616.86,-14338.7,137.5457,-154.6478
15375,0,1,35,12,0,1,1594,0,-11594.6,-6135.73,-14338.7,137.5456,-152.1127
15376,0,1,35,13,0,2,1363,2,-11311.8,-6642.59,-14338.7,137.5457,-149.5774
15377,0,1,35,14,0,1,1363,1,-11006.9,-7136.45,-14338.7,137.5457,-147.0422
15378,0,1,35,15,0,1,1363,0,-10680.5,-7616.34,-14338.7,137.5457,-144.5071
15379,0,1,35,16,0,1,0828,0,-10333.1,-8081.32,-14338.7,137.5457,-141.9717
15380,0,1,35,17,0,2,0828,1,-9965.56,-8530.48,-14338.7,137.5457,-139.4366
15381,0,1,35,18,0,2,0828,2,-9578.48,-8962.94,-14338.7,137.5457,-136.9014
15382,0,1,35,19,0,1,0778,0,-9172.64,-9377.86,-14338.7,137.5457,-134.3662
15383,0,1,35,20,0,2,0778,1,-8748.85,-9774.41,-14338.7,137.5457,-131.831
15384,0,1,35,21,0,1,0778,2,-8307.93,-10151.8,-14338.7,137.5457,-129.2959
15385,0,1,35,22,0,2,6757,2,-7850.75,-10509.4,-14338.7,137.5457,-126.7605
15386,0,1,35,23,0,1,6757,1,-7378.2,-10846.4,-14338.7,137.5456,-124.2253
15387,0,1,35,24,0,2,6757,0,-6891.21,-11162.1,-14338.7,137.5457,-121.6902
15388,0,1,35,25,0,1,4568,0,-6390.73,-11456.0,-14338.7,137.5457,-119.155
15389,0,1,35,26,0,2,4568,1,-5877.73,-11727.5,-14338.7,137.5456,-116.6197
15390,0,1,35,27,0,2,4568,2,-5353.23,-11976.0,-14338.7,137.5457,-114.0845
15391,0,1,35,28,0,1,5177,0,-4818.26,-12201.1,-14338.7,137.5456,-111.5492
15392,0,1,35,29,0,1,5177,1,-4273.85,-12402.2,-14338.7,137.5458,-109.0142
15393,0,1,35,30,0,1,5177,2,-3721.07,-12579.2,-14338.7,137.5456,-106.4788
15394,0,1,35,31,0,2,5997,0,-3161.01,-12731.4,-14338.7,137.5458,-103.9437
15395,0,1,35,32,0,2,5997,1,-2594.76,-12858.8,-14338.7,137.5457,-101.4084
15396,0,1,35,33,0,1,5997,2,-2023.43,-12961.0,-14338.7,137.5457,-98.8732
15397,0,1,35,34,0,1,3950,2,-1448.15,-13037.8,-14338.7,137.5457,-96.338
15398,0,1,35,35,0,1,3950,1,-870.023,-13089.1,-14338.7,137.5457,-93.8028
15399,0,1,35,36,0,2,3950,0,-290.196,-13114.8,-14338.7,137.5456,-91.2676
15400,0,1,35,37,0,2,2974,0,290.1973,-13114.8,-14338.7,137.5456,-88.7324
15401,0,1,35,38,0,1,2974,1,870.0235,-13089.1,-14338.7,137.5457,-86.1972
15402,0,1,35,39,0,1,2974,2,1448.147,-13037.8,-14338.7,137.5457,-83.662
15403,0,1,35,40,0,2,4038,2,2023.435,-12961.0,-14338.7,137.5457,-81.1268
15404,0,1,35,41,0,2,4038,1,2594.762,-12858.8,-14338.7,137.5457,-78.5916
15405,0,1,35,42,0,1,4038,0,3161.01,-12731.4,-14338.7,137.5458,-76.0563
15406,0,1,35,43,0,2,4913,2,3721.07,-12579.2,-14338.7,137.5456,-73.5212
15407,0,1,35,44,0,1,4913,1,4273.846,-12402.2,-14338.7,137.5458,-70.9859
15408,0,1,35,45,0,2,4913,0,4818.257,-12201.1,-14338.7,137.5456,-68.4508
15409,0,1,35,46,0,2,5334,2,5353.234,-11976.0,-14338.7,137.5457,-65.9155
15410,0,1,35,47,0,1,5334,1,5877.733,-11727.5,-14338.7,137.5456,-63.3803
15411,0,1,35,48,0,1,5334,0,6390.726,-11456.0,-14338.7,137.5457,-60.8451
15412,0,1,35,49,0,2,6683,0,6891.209,-11162.1,-14338.7,137.5457,-58.3098
15413,0,1,35,50,0,1,6683,1,7378.201,-10846.4,-14338.7,137.5456,-55.7747
15414,0,1,35,51,0,2,6683,2,7850.751,-10509.4,-14338.7,137.5457,-53.2395
15415,0,1,35,52,0,1,1336,2,8307.932,-10151.8,-14338.7,137.5457,-50.7041
15416,0,1,35,53,0,1,1336,1,8748.85,-9774.41,-14338.7,137.5457,-48.169
15417,0,1,35,54,0,1,1336,0,9172.642,-9377.86,-14338.7,137.5457,-45.6338
15418,0,1,35,55,0,2,1291,2,9578.478,-8962.94,-14338.7,137.5457,-43.0986
15419,0,1,35,56,0,2,1291,1,9965.565,-8530.48,-14338.7,137.5457,-40.5634
15420,0,1,35,57,0,1,1291,0,10333.14,-8081.32,-14338.7,137.5457,-38.0282
15421,0,1,35,58,0,2,1155,0,10680.49,-7616.34,-14338.7,137.5457,-35.493
15422,0,1,35,59,0,1,1155,1,11006.94,-7136.45,-14338.7,137.5457,-32.9577
15423,0,1,35,60,0,2,1155,2,11311.83,-6642.59,-14338.7,137.5457,-30.4225
15424,0,1,35,61,0,1,1809,0,11594.58,-6135.73,-14338.7,137.5457,-27.8873
15425,0,1,35,62,0,2,1809,1,11854.64,-5616.86,-14338.7,137.5457,-25.3521
15426,0,1,35,63,0,1,1809,2,12091.49,-5086.99,-14338.7,137.5457,-22.8169
15427,0,1,35,64,0,2,1369,0,12304.67,-4547.16,-14338.7,137.5457,-20.2817
15428,0,1,35,65,0,2,1369,1,12493.76,-3998.44,-14338.7,137.5457,-17.7465
15429,0,1,35,66,0,1,1369,2,12658.4,-3441.88,-14338.7,137.5457,-15.2112
15430,0,1,35,67,0,1,2705,2,12798.25,-2878.59,-14338.7,137.5457,-12.6761
15431,0,1,35,68,0,2,2705,1,12913.06,-2309.66,-14338.7,137.5457,-10.1408
15432,0,1,35,69,0,1,2705,0,13002.58,-1736.22,-14338.7,137.5457,-7.6057
15433,0,1,35,70,0,2,1506,0,13066.65,-1159.37,-14338.7,137.5457,-5.0704
15434,0,1,35,71,0,1,1506,1,13105.15,-580.252,-14338.7,137.5457,-2.5352
15435,0,1,35,72,0,1,1506,2,13117.99,0.0002,-14338.7,137.5457,0.0
15436,0,1,35,73,0,2,2657,0,13105.15,580.2521,-14338.7,137.5457,2.5352
15437,0,1,35,74,0,2,2657,1,13066.65,1159.369,-14338.7,137.5457,5.0704
15438,0,1,35,75,0,1,2657,2,13002.58,1736.215,-14338.7,137.5457,7.6056
15439,0,1,35,76,0,1,1643,2,12913.06,2309.663,-14338.7,137.5457,10.1408
15440,0,1,35,77,0,2,1643,1,12798.25,2878.591,-14338.7,137.5457,12.6761
15441,0,1,35,78,0,1,1643,0,12658.4,3441.882,-14338.7,137.5457,15.2113
15442,0,1,35,79,0,2,1761,2,12493.76,3998.436,-14338.7,137.5457,17.7465
15443,0,1,35,80,0,1,1761,1,12304.67,4547.165,-14338.7,137.5457,20.2817
15444,0,1,35,81,0,2,1761,0,12091.49,5086.99,-14338.7,137.5457,22.8169
15445,0,1,35,82,0,1,2531,0,11854.64,5616.858,-14338.7,137.5457,25.3521
15446,0,1,35,83,0,2,2531,1,11594.58,6135.73,-14338.7,137.5457,27.8873
15447,0,1,35,84,0,2,2531,2,11311.83,6642.593,-14338.7,137.5457,30.4225
15448,0,1,35,85,0,1,0819,2,11006.93,7136.451,-14338.7,137.5457,32.9578
15449,0,1,35,86,0,1,0819,1,10680.49,7616.34,-14338.7,137.5457,35.493
15450,0,1,35,87,0,1,0819,0,10333.14,8081.319,-14338.7,137.5457,38.0282
15451,0,1,35,88,0,2,0733,2,9965.564,8530.478,-14338.7,137.5457,40.5634
15452,0,1,35,89,0,2,0733,1,9578.479,8962.939,-14338.7,137.5457,43.0986
15453,0,1,35,90,0,1,0733,0,9172.643,9377.855,-14338.7,137.5457,45.6338
15454,0,1,35,91,0,1,6785,0,8748.85,9774.413,-14338.7,137.5457,48.169
15455,0,1,35,92,0,2,6785,1,8307.931,10151.84,-14338.7,137.5457,50.7042
15456,0,1,35,93,0,2,6785,2,7850.749,10509.39,-14338.7,137.5457,53.2394
15457,0,1,35,94,0,1,6893,0,7378.199,10846.37,-14338.7,137.5457,55.7747
15458,0,1,35,95,0,1,6893,1,6891.208,11162.11,-14338.7,137.5457,58.3099
15459,0,1,35,96,0,1,6893,2,6390.726,11456.01,-14338.7,137.5457,60.8451
15460,0,1,35,97,0,2,4329,0,5877.733,11727.48,-14338.7,137.5457,63.3803
15461,0,1,35,98,0,2,4329,1,5353.234,11975.99,-14338.7,137.5457,65.9155
15462,0,1,35,99,0,1,4329,2,4818.257,12201.06,-14338.7,137.5457,68.4507
15463,0,1,35,100,0,2,3970,2,4273.847,12402.25,-14338.7,137.5457,70.9859
15464,0,1,35,101,0,1,3970,1,3721.071,12579.16,-14338.7,137.5457,73.5211
15465,0,1,35,102,0,2,3970,0,3161.01,12731.44,-14338.7,137.5457,76.0563
15466,0,1,35,103,0,2,3593,2,2594.762,12858.8,-14338.7,137.5457,78.5916
15467,0,1,35,104,0,1,3593,1,2023.435,12960.99,-14338.7,137.5457,81.1268
15468,0,1,35,105,0,1,3593,0,1448.146,13037.81,-14338.7,137.5457,83.662
15469,0,1,35,106,0,1,2305,0,870.0231,13089.1,-14338.7,137.5457,86.1972
15470,0,1,35,107,0,2,2305,1,290.1969,13114.77,-14338.7,137.5457,88.7324
15471,0,1,35,108,0,2,2305,2,-290.197,13114.77,-14338.7,137.5457,91.2676
15472,0,1,35,109,0,1,1374,2,-870.023,13089.1,-14338.7,137.5457,93.8028
15473,0,1,35,110,0,1,3577,0,-1448.15,13037.81,-14338.7,137.5457,96.338
15474,0,1,35,111,0,2,3577,1,-2023.43,12960.99,-14338.7,137.5457,98.8732
15475,0,1,35,112,0,2,3577,2,-2594.76,12858.8,-14338.7,137.5457,101.4084
15476,0,1,35,113,0,1,4911,0,-3161.01,12731.44,-14338.7,137.5457,103.9437
15477,0,1,35,114,0,1,4911,1,-3721.07,12579.16,-14338.7,137.5457,106.4789
15478,0,1,35,115,0,1,4911,2,-4273.85,12402.25,-14338.7,137.5457,109.0141
15479,0,1,35,116,0,2,3307,0,-4818.26,12201.06,-14338.7,137.5457,111.5493
15480,0,1,35,117,0,2,3307,1,-5353.23,11975.99,-14338.7,137.5457,114.0845
15481,0,1,35,118,0,1,3307,2,-5877.73,11727.48,-14338.7,137.5457,116.6197
15482,0,1,35,119,0,2,0952,2,-6390.73,11456.01,-14338.7,137.5457,119.1549
15483,0,1,35,120,0,1,0952,1,-6891.21,11162.11,-14338.7,137.5457,121.6902
15484,0,1,35,121,0,2,0952,0,-7378.2,10846.37,-14338.7,137.5457,124.2253
15485,0,1,35,122,0,2,6633,2,-7850.75,10509.39,-14338.7,137.5457,126.7606
15486,0,1,35,123,0,1,6633,1,-8307.93,10151.84,-14338.7,137.5457,129.2958
15487,0,1,35,124,0,1,6633,0,-8748.85,9774.413,-14338.7,137.5457,131.831
15488,0,1,35,125,0,1,2569,0,-9172.64,9377.855,-14338.7,137.5457,134.3662
15489,0,1,35,126,0,2,2569,1,-9578.48,8962.94,-14338.7,137.5457,136.9014
15490,0,1,35,127,0,2,2569,2,-9965.56,8530.478,-14338.7,137.5457,139.4366
15491,0,1,35,128,0,1,0748,0,-10333.1,8081.317,-14338.7,137.5457,141.9717
15492,0,1,35,129,0,1,0748,1,-10680.5,7616.338,-14338.7,137.5457,144.5071
15493,0,1,35,130,0,2,0748,2,-11006.9,7136.449,-14338.7,137.5457,147.0422
15494,0,1,35,131,0,2,2245,2,-11311.8,6642.592,-14338.7,137.5457,149.5774
15495,0,1,35,132,0,1,2245,1,-11594.6,6135.73,-14338.7,137.5456,152.1127
15496,0,1,35,133,0,1,2245,0,-11854.6,5616.858,-14338.7,137.5457,154.6478
15497,0,1,35,134,0,2,2639,0,-12091.5,5086.99,-14338.7,137.5456,157.1831
15498,0,1,35,135,0,1,2639,1,-12304.7,4547.164,-14338.7,137.5456,159.7184
15499,0,1,35,136,0,2,2639,2,-12493.8,3998.437,-14338.7,137.5456,162.2536
15500,0,1,35,137,0,1,2970,0,-12658.4,3441.882,-14338.7,137.5457,164.7887
15501,0,1,35,138,0,2,2970,1,-12798.3,2878.59,-14338.7,137.5456,167.324
15502,0,1,35,139,0,1,2970,2,-12913.1,2309.663,-14338.7,137.5456,169.8592
15503,0,1,35,140,0,1,2160,2,-13002.6,1736.215,-14338.7,137.5456,172.3944
15504,0,1,35,141,0,2,2160,1,-13066.7,1159.368,-14338.7,137.5456,174.9296
15505,0,1,35,142,0,1,2160,0,-13105.1,580.2512,-14338.7,137.5458,177.4648
15506,0,1,36,1,0,2,2525,0,-12779.7,-282.784,-14638.3,138.8711,-178.7324
15507,0,1,36,2,0,2,2525,1,-12754.7,-847.797,-14638.3,138.871,-176.1972
15508,0,1,36,3,0,2,2525,2,-12704.7,-1411.15,-14638.3,138.8711,-173.662
15509,0,1,36,4,0,2,2346,0,-12629.9,-1971.74,-14638.3,138.8709,-171.1268
15510,0,1,36,5,0,2,2346,1,-12530.3,-2528.47,-14638.3,138.871,-168.5916
15511,0,1,36,6,0,2,2346,2,-12406.2,-3080.26,-14638.3,138.871,-166.0563
15512,0,1,36,7,0,2,1410,2,-12257.8,-3626.01,-14638.3,138.871,-163.5211
15513,0,1,36,8,0,2,1410,1,-12085.4,-4164.66,-14638.3,138.871,-160.9859
15514,0,1,36,9,0,2,1410,0,-11889.4,-4695.16,-14638.3,138.8709,-158.4508
15515,0,1,36,10,0,2,1794,0,-11670.0,-5216.47,-14638.3,138.8711,-155.9154
15516,0,1,36,11,0,2,1794,1,-11427.9,-5727.57,-14638.3,138.871,-153.3803
15517,0,1,36,12,0,2,1794,2,-11163.3,-6227.46,-14638.3,138.8711,-150.845
15518,0,1,36,13,0,2,2778,0,-10877.0,-6715.16,-14638.3,138.8709,-148.31
15519,0,1,36,14,0,2,2778,1,-10569.3,-7189.71,-14638.3,138.8709,-145.7747
15520,0,1,36,15,0,2,2778,2,-10240.9,-7650.19,-14638.3,138.871,-143.2394
15521,0,1,36,16,0,2,1662,0,-9892.49,-8095.69,-14638.3,138.871,-140.7042
15522,0,1,36,17,0,2,1662,1,-9524.7,-8525.34,-14638.3,138.871,-138.169
15523,0,1,36,18,0,2,1662,2,-9138.28,-8938.31,-14638.3,138.871,-135.6338
15524,0,1,36,19,0,2,6427,2,-8733.96,-9333.77,-14638.3,138.871,-133.0986
15525,0,1,36,20,0,2,6427,1,-8312.55,-9710.97,-14638.3,138.871,-130.5634
15526,0,1,36,21,0,2,6427,0,-7874.86,-10069.2,-14638.3,138.8709,-128.028
15527,0,1,36,22,0,2,6933,2,-7421.76,-10407.6,-14638.3,138.8711,-125.493
15528,0,1,36,23,0,2,6933,1,-6954.13,-10725.7,-14638.3,138.8711,-122.9578
15529,0,1,36,24,0,2,6933,0,-6472.89,-11022.8,-14638.3,138.8711,-120.4226
15530,0,1,36,25,0,2,5418,0,-5978.98,-11298.4,-14638.3,138.8709,-117.8873
